연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
720,2023-05-09,2023-05-09~2023-06-30,인성테크,플라스틱 사출성형기 조작원,상용직,시급,9620 ,무관,무관,무관,,    ,충청남도 당진시 순성면 여술골길 53 인성테크,중소,충남지사,2023-05-09,1588-1519
721,2023-05-09,2023-05-09~2023-07-31,씨앤티플러스(주),환경 미화원,상용직,월급,2010580 ,무관,0년개월,무관,,    ,충청남도 아산시 탕정면 매곡로33번길 26 2층 ,중소,충남지사,2023-05-09,1588-1519
722,2023-05-09,2023-05-09~2023-06-02,한국문화예술위원회,공공행정 사무원,계약직,월급,2020000 ,신입,무관,무관,,    ,전라남도 나주시 빛가람로 640 한국문화예술위원회 (빛가람동),"공사,공공",전남지사,2023-05-09,1588-1519
723,2023-05-09,2023-05-09~2023-06-30,(의료법인)삼성의료재단강북삼성병원,기타 보건·의료 서비스 종사원,계약직,월급,2040000 ,무관,무관,무관,,    ,서울특별시 종로구 새문안로 29 (평동),대기업,서울지역본부,2023-05-16,1588-1519
724,2023-05-09,2023-05-09~2023-05-28,(주)현대그린푸드,주방 보조원(일반 음식점),계약직,시급,9620 ,무관,무관,무관,,    ,경기도 용인시 수지구 문인로 30 현대그린푸드 (동천동),대기업,서울지역본부,2023-05-09,1588-1519
725,2023-05-09,2023-05-09~2023-07-21,쿠팡 주식회사,마케팅 전문가,계약직,월급,2100000 ,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2023-05-09,1588-1519
726,2023-05-09,2023-05-09~2023-07-21,쿠팡 주식회사,UX/UI 디자이너,계약직,월급,2100000 ,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2023-05-09,1588-1519
727,2023-05-09,2023-05-09~2023-07-21,쿠팡 주식회사,고객 상담원(인터넷·통신),계약직,월급,2100000 ,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2023-05-09,1588-1519
728,2023-05-09,2023-05-09~2023-06-05,주식회사 알엠소프트,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,월급,2190000 ,무관,무관,무관,,일반경비지도사    ,서울특별시 금천구 가산디지털1로 219 벽산디지털밸리 6차 607호,중소,서울동부지사,2023-05-09,1588-1519
729,2023-05-09,2023-05-09~2023-05-31,주식회사 알엠소프트,환경 미화원,계약직,월급,1400000 ,무관,무관,무관,,    ,서울특별시 금천구 가산디지털1로 219 벽산디지털밸리 6차 607호,중소,서울동부지사,2023-05-09,1588-1519
730,2023-05-09,2023-05-09~2023-07-31,(주)선인,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,2010580 ,무관,무관,무관,,    ,경상남도 밀양시 초동면 초동농공단지길 23-22 주식회사 선인,중소,경기동부지사,2023-05-09,1588-1519
731,2023-05-09,2023-05-09~2023-05-31,SK하이스텍(주),웹 디자이너,계약직,연봉,39000000 ,무관,무관,고졸,,    ,경기도 이천시 부발읍 경충대로 2091 하이닉스반도체 내 하이스텍,대기업,경기동부지사,2023-05-09,1588-1519
732,2023-05-09,2023-05-09~2023-05-22,관샘비에스(주),주차 관리·안내원,상용직,시급,9620 ,무관,무관,무관,,    ,서울특별시 성동구 천호대로 384 용답동 케이타워 관리사무소 (용답동),중소,서울북부지사,2023-05-09,1588-1519
733,2023-05-09,2023-05-09~2023-05-19,(주)효성조명,LED 부품·제품 조립·검사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,경기도 화성시 정남면 괘랑2길17번길 45-12 (주)효성조명,중소,경기지역본부,2023-05-10,1588-1519
734,2023-05-08,2023-05-08~2023-05-09,(주)수산중공업,환경 미화원,상용직,월급,1600000 ,무관,무관,무관,,    ,경기도 화성시 양감면 정문송산로 260 수산중공업,중소,경기지역본부,2023-05-08,1588-1519
735,2023-05-08,2023-05-08~2023-05-18,(주)휴온스,직업 운동선수,계약직,월급,1076510 ,무관,0년개월,무관,,    ,경기도 성남시 분당구 판교로 253 (삼평동) 판교이노밸리C동902호,대기업,경기동부지사,2023-05-08,1588-1519
736,2023-05-08,2023-05-08~2023-05-18,한국은행 경기본부,사무 보조원(공공기관),계약직,일급,69400 ,무관,0년개월,무관,,    ,경기도 수원시 장안구 팔달로 217 (영화동),"공사,공공",경기지역본부,2023-05-08,1588-1519
737,2023-05-08,2023-05-08~2023-07-07,(주)현대그린푸드,주방 보조원(일반 음식점),계약직,시급,9620 ,무관,무관,무관,,    ,경기도 용인시 수지구 문인로 30 5층 현대그린푸드 (동천동),중소,충북지사,2023-05-08,1588-1519
738,2023-05-08,2023-05-08~2023-05-31,(주)코스메카코리아,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,무관,무관,무관,,    ,충청북도 음성군 대소면 대금로196번길 17-12 (대풍리),중소,충북지사,2023-05-08,1588-1519
739,2023-05-08,2023-05-08~2023-06-30,에이치그린파워,자동차 부분품 조립·검사원,계약직,월급,2340000 ,무관,0년개월,무관,,    ,충청북도 충주시 대소원면 기업도시1로 69 에이치그린파워,중소,충북지사,2023-05-08,1588-1519
740,2023-05-08,2023-05-08~2023-05-19,원광대학교의과대학병원,경영 기획 사무원,계약직,시급,9620 ,무관,0년개월,고졸,,    ,전라북도 익산시 무왕로 895 (신동),대기업,전북지사,2023-05-08,1588-1519
741,2023-05-08,2023-05-08~2023-05-22,한국식품산업클러스터진흥원,사무 보조원(공공기관),계약직,월급,2100000 ,무관,0년개월,대졸,,    ,전라북도 익산시 왕궁면 국가식품로 100 한국식품산업클러스터진흥원,"공사,공공",전북지사,2023-05-08,1588-1519
742,2023-05-08,2023-05-08~2023-06-01,장한산업,단순 사상원(용접사상 제외-용접원구분),상용직,시급,9620 ,무관,0년개월,무관,,    ,충청남도 서천군 장항읍 화송길 90 .,중소,전북지사,2023-05-11,1588-1519
743,2023-05-08,2023-05-08~2023-06-09,위드에이블,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,무관,무관,무관,,    ,경상남도 함안군 칠원읍 유장길 433 (칠원읍),"협회,단체",경남지사,2023-05-08,1588-1519
744,2023-05-08,2023-05-08~2023-05-31,주식회사 한강산업,세탁원(다림질원),상용직,시급,9620 ,무관,0년개월,무관,,    ,"제주특별자치도 제주시 애월읍 신엄8길 21 (신엄리), 제주특별자치도 제주시 신엄8길 21 한강산업",중소,제주지사,2023-05-09,1588-1519
745,2023-05-08,2023-05-08~2023-05-31,제주신화월드 행복공작소(주),조경 식재원,상용직,월급,2098000 ,무관,0년개월,무관,,    ,제주특별자치도 서귀포시 안덕면 녹차분재로 217 녹차분재로 217,외국계,제주지사,2023-05-09,1588-1519
746,2023-05-08,2023-05-08~2023-05-22,한국피자헛 유한회사,주방 보조원(일반 음식점),계약직,시급,9620 ,무관,무관,무관,,    ,서울특별시 영등포구 국회대로74길 4 (여의도동) 9~11층,대기업,서울남부지사,2023-05-15,1588-1519
747,2023-05-08,2023-05-08~2023-05-31,주식회사 씨브이파트너스,안마사,계약직,월급,1620000 ,무관,무관,무관,,    ,서울특별시 금천구 시흥대로 479 5~10층 (독산동),중소,서울남부지사,2023-05-08,1588-1519
748,2023-05-08,2023-05-08~2023-06-09,주식회사 만나투게더,매장 정리원(매장 보조원),상용직,월급,1510000 ,무관,무관,무관,,    ,서울특별시 구로구 경인로 661 (신도림동)101동 18층,중소,서울남부지사,2023-05-08,1588-1519
749,2023-05-08,2023-05-08~2023-05-31,애슐리퀸즈 종각역점,주방 보조원(일반 음식점),계약직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 종로구 종로 51 (종로2가) 종로타워 지하1층 ,대기업,서울남부지사,2023-05-08,1588-1519
750,2023-05-08,2023-05-08~2023-05-31,본우리집밥 KBS신관여의도점,주방 보조원(일반 음식점),계약직,월급,1150000 ,무관,0년개월,무관,,    ,서울특별시 영등포구 여의공원로 13 한국방송공사 1층(여의도동),중소,서울남부지사,2023-05-08,1588-1519
751,2023-05-08,2023-05-08~2023-06-01,인제대학교해운대백병원,의료 보조원,계약직,월급,1100000 ,무관,0년개월,무관,,    ,부산광역시 해운대구 해운대로 875 (좌동),대기업,부산지역본부,2023-05-10,1588-1519
752,2023-05-08,2023-05-08~2023-05-31,삼성카드고객서비스,네일 아티스트(손톱 관리사),계약직,월급,1650000 ,무관,0년개월,무관,,    ,서울특별시 구로구 새말로 97 서부금융센터 (구로동),중소,부산지역본부,2023-05-08,1588-1519
753,2023-05-08,2023-05-08~2023-06-16,T.S패션,섬유·의복 분야 단순 종사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,부산광역시 금정구 공단동로41번길 10 511호(금사동),개인,부산지역본부,2023-05-11,1588-1519
754,2023-05-08,2023-05-08~2023-05-25,경북대학교병원,기타 보건·의료 서비스 종사원,계약직,시급,9620 ,무관,무관,무관,,    ,대구광역시 중구 동덕로 130 (삼덕동2가),중소,대구지역본부,2023-05-10,1588-1519
755,2023-05-08,2023-05-08~2023-08-07,(주)디케이코리아,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,신입,무관,무관,,    ,대구광역시 달서구 성서로71길 46 (이곡동),중소,대구지역본부,2023-05-09,1588-1519
756,2023-05-08,2023-05-08~2023-08-07,(주)유상엠엘에스,세탁원(다림질원),상용직,시급,9620 ,무관,무관,무관,,    ,경상북도 고령군 장기공단1길 46 유상엠엘에스 (),중소,대구지역본부,2023-05-09,1588-1519
757,2023-05-08,2023-05-08~2023-06-09,근로복지공단 인천병원,병원 코디네이터,계약직,시급,9620 ,무관,0년개월,무관,,    ,인천광역시 부평구 무네미로 446 (구산동) (),"공사,공공",인천지사,2023-05-15,1588-1519
758,2023-05-08,2023-05-08~2023-05-11,사단법인 행복나눔장애인복지협회 작업장,섬유·의복 분야 단순 종사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,인천광역시 부평구 마장로426번길 33 3층 302호(청천동),"협회,단체",인천지사,2023-05-12,1588-1519
759,2023-05-08,2023-05-08~2023-07-28,주식회사 티앤지랩,주방 보조원(일반 음식점),상용직,시급,9620 ,무관,0년개월,무관,,    ,인천광역시 연수구 송도문화로 119 (송도동)B1106호(인천글로벌캠퍼스),중소,인천지사,2023-05-08,1588-1519
760,2023-05-08,2023-05-08~2023-05-31,광주센트럴병원,기타 보건·의료 서비스 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,광주광역시 광산구 수완로 6 광주센트럴병원 (신가동),중소,광주지역본부,2023-05-08,1588-1519
761,2023-05-08,2023-05-08~2023-05-31,롯데컬처웍스(주) 롯데시네마 건대점,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 광진구 아차산로 272 (자양동) 2층,대기업,서울북부지사,2023-05-12,1588-1519
762,2023-05-08,2023-05-08~2023-05-21,삼성생명보험(주),사무 보조원(일반사업체),계약직,월급,1174000 ,무관,무관,무관,,    ,"서울특별시 서초구 서초대로74길 11 (서초동, 삼성전자 서초사옥) (서초동)",중소,경기서부지사,2023-05-08,1588-1519
763,2023-05-08,2023-05-08~2023-05-19,엔백주식회사,총무 및 일반 사무원,상용직,연봉,25000000 ,경력,3년개월,초대졸,,    ,경기도 과천시 별양상가1로 13 교보생명빌딩 5층 (별양동),중소,경기서부지사,2023-05-08,1588-1519
764,2023-05-08,2023-05-08~2023-05-08,쿠팡풀필먼트서비스유한회사,기타 경영지원 서비스 관리자,계약직,월급,1080000 ,무관,무관,무관,,    ,경기도 평택시 포승읍 하만호길 153 .,중소,경기서부지사,2023-05-10,1588-1519
765,2023-05-08,2023-05-08~2023-08-03,단국대학교의과대학부속병원,병원행정 사무원(원무),계약직,월급,1106500 ,무관,무관,무관,,    ,충청남도 천안시 동남구 망향로 201 (안서동),중소,충남지사,2023-05-08,1588-1519
766,2023-05-08,2023-05-08~2023-08-03,주식회사우진기업,자동차 부분품 조립·검사원,상용직,시급,9827 ,무관,무관,고졸,,    ,충청남도 서산시 성연면 신당1로 105-1 주식회사 우진기업,중소,충남지사,2023-05-08,1588-1519
767,2023-05-08,2023-05-08~2023-06-30,(주)신우이엔지,아파트·빌라 경비원,계약직,월급,2400000 ,무관,0년개월,무관,,    ,경기도 수원시 권선구 서둔로 188 2층  (서둔동),개인,충남지사,2023-05-08,1588-1519
768,2023-05-08,2023-05-08~2023-05-18,행복믿음 주식회사,음료 조리사(바리스타 포함),계약직,연봉,14000000 ,무관,0년개월,무관,,    ,서울특별시 종로구 종로 26 (서린동),대기업,충남지사,2023-05-08,1588-1519
769,2023-05-08,2023-05-08~2023-07-07,(주)금창,자동차 부분품 조립·검사원,상용직,시급,9620 ,무관,무관,무관,,    ,경상북도 영천시 본촌공단1길 9 (주)금창 (본촌동),중소,경북지사,2023-05-15,1588-1519
770,2023-05-08,2023-05-08~2023-05-31,주식회사 한숲푸드,조련사(공연)·마술사 등 기타 시각 및 공연 예술가,계약직,시급,9620 ,무관,0년개월,무관,,    ,경상북도 포항시 북구 불종로 67-4 (여천동),개인,경북지사,2023-05-12,1588-1519
771,2023-05-08,2023-05-08~2023-07-07,(주) 아워홈LG이노텍구미2점,주방 보조원(일반 음식점),상용직,시급,9620 ,무관,0년개월,무관,,    ,경상북도 구미시 옥계2공단로 221 1층 (구포동),대기업,경북지사,2023-05-11,1588-1519
772,2023-05-08,2023-05-08~2023-07-07,형택농장,농업 단순 종사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,경상북도 경주시 서면 사랏골길 57-4 형택농장,개인,경북지사,2023-05-15,1588-1519
773,2023-05-08,2023-05-08~2023-05-31,(주)아워홈 영남영업소,식품 분야 단순 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,"경상남도 양산시 어곡공단1길 134 (어곡동, (주) 아워홈)",대기업,울산지사,2023-05-08,1588-1519
774,2023-05-08,2023-05-08~2023-05-14,행복믿음 주식회사,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,1173500 ,무관,0년개월,무관,,    ,서울특별시 종로구 종로 26 (서린동),대기업,서울지역본부,2023-05-08,1588-1519
775,2023-05-08,2023-05-08~2023-05-31,(주)씨제이이엔엠,사무 보조원(일반사업체),계약직,연봉,12012000 ,무관,무관,무관,,    ,서울특별시 서초구 과천대로 870-13 (방배동),대기업,서울동부지사,2023-05-08,1588-1519
776,2023-05-08,2023-05-08~2023-05-31,(주)해커스어학원,홈페이지 자료관리원(정보검색 포함),계약직,시급,11544 ,무관,무관,무관,,    ,"서울특별시 서초구 강남대로61길 23 현대성우빌딩 1층,2층,지하 (서초동，현대성우주상복합아파트)",중소,서울동부지사,2023-05-08,1588-1519
777,2023-05-08,2023-05-08~2023-07-21,쿠팡 주식회사,환경·청소 관리자,계약직,월급,1220000 ,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사,2023-05-08,1588-1519
778,2023-05-08,2023-05-08~2023-05-31,하이디라오코리아(유),주방 보조원(일반 음식점),계약직,시급,9620 ,무관,무관,무관,,    ,서울특별시 중구 을지로5길 19 23층(수하동),중소,서울동부지사,2023-05-08,1588-1519
779,2023-05-08,2023-05-08~2023-05-15,서울아산병원,안마사,계약직,월급,1900000 ,무관,무관,무관,,    ,서울특별시 송파구 올림픽로43길 88 서울아산병원 총무팀 (풍납동),대기업,서울동부지사,2023-05-15,1588-1519
780,2023-05-08,2023-05-08~2023-08-07,(주)파리크라상 라그릴리아 현대시티몰 가든파이브점,음료 조리사(바리스타 포함),상용직,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 송파구 충민로 66 (문정동) 5층,대기업,서울동부지사,2023-05-12,1588-1519
781,2023-05-08,2023-05-08~2023-06-23,(주)현대그린푸드,식품 분야 단순 종사원,계약직,시급,9620 ,무관,무관,무관,,    ,경기도 용인시 수지구 문인로 30 현대그린푸드 (동천동),대기업,서울동부지사,2023-05-08,1588-1519
782,2023-05-08,2023-05-08~2023-06-08,성남여자고등학교,사서,상용직,시급,9620 ,무관,0년개월,무관,,    ,경기도 성남시 중원구 원터로94번길 6 (성남동),"공사,공공",경기동부지사,2023-05-08,1588-1519
783,2023-05-08,2023-05-08~2023-05-31,쿠팡 주식회사,사무 보조원(일반사업체),계약직,월급,2100000 ,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사,2023-05-08,1588-1519
784,2023-05-08,2023-05-08~2023-05-31,쿠팡 주식회사,프로그래밍·웹·웹디자인·DB 강사,계약직,월급,2100000 ,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사,2023-05-08,1588-1519
785,2023-05-08,2023-05-08~2023-05-31,쿠팡 주식회사,보험 심사원 및 사무원,계약직,월급,2100000 ,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사,2023-05-08,1588-1519
786,2023-05-08,2023-05-08~2023-05-31,쿠팡 주식회사,영업 기획·관리·지원 사무원,계약직,월급,2100000 ,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사,2023-05-08,1588-1519
787,2023-05-08,2023-05-08~2023-05-31,쿠팡 주식회사,각종 단체 및 기타 고객서비스 관리자,계약직,월급,2100000 ,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사,2023-05-08,1588-1519
788,2023-05-08,2023-05-08~2023-06-10,(주)제이스타일코리아,주입·포장·상표부착기 등 기타 기계 조작원,계약직,시급,9620 ,신입,무관,무관,,    ,서울특별시 중구 삼일대로6길 5 12층 (충무로2가),중소,경기지역본부,2023-05-08,1588-1519
789,2023-05-07,2023-05-07~2023-06-09,주식회사 호림,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,1010100 ,무관,0년개월,무관,,    ,경기도 수원시 영통구 매영로 219-21 에이동 1층 1호(원천동),중소,경기지역본부,2023-05-09,1588-1519
790,2023-05-05,2023-05-05~2023-06-01,행복한울 주식회사,세차원 및 운송장비 청소원,계약직,시급,9620 ,무관,무관,무관,,    ,"서울특별시 중구 을지로 65 (을지로2가) (,SK텔레콤빌딩)",중소,부산지역본부,2023-05-08,1588-1519
791,2023-05-04,2023-05-04~2023-08-03,(주)영림언어평생교육지원연구소 연동지점,사무 보조원(일반사업체),상용직,시급,9620 ,무관,0년개월,무관,,    ,제주특별자치도 제주시 연북로 76 한성빌딩 7층 (연동),중소,제주지사,2023-05-08,1588-1519
792,2023-05-04,2023-05-04~2023-05-31,한국해양교통안전공단,공공행정 사무원,상용직,월급,2020000 ,무관,무관,무관,,    ,세종특별자치시  아름서길 27 선박안전기술공단 (아름동),"공사,공공",대전지역본부,2023-05-04,1588-1519
793,2023-05-04,2023-05-04~2023-05-31,삼성생명보험(주),마케팅·광고·홍보·상품기획 사무원,시간제,월급,1174000 ,무관,무관,무관,,    ,"서울특별시 서초구 서초대로74길 11 (서초동, 삼성전자 서초사옥) (서초동)",중소,충북지사,2023-05-04,1588-1519
794,2023-05-04,2023-05-04~2023-05-20,에스케이하이닉스시스템아이씨주식회사,화가 및 조각가,상용직,월급,1160100 ,무관,0년개월,무관,,    ,충청북도 청주시 흥덕구 대신로 215 하이닉스 1캠퍼스 6층,대기업,충북지사,2023-05-08,1588-1519
795,2023-05-04,2023-05-04~2023-05-19,(주)강동오케익,생산·품질 사무원 및 관리원(음식료품),상용직,시급,9620 ,무관,0년개월,무관,,    ,전라북도 전주시 덕진구 오신2길 24-21 성덕동 175-6번지 (주)강동오케익 (성덕동),중소,전북지사,2023-05-04,1588-1519
796,2023-05-04,2023-05-04~2023-06-15,임실영어체험학습센터,환경 미화원,상용직,월급,1167500 ,무관,0년개월,무관,,    ,전라북도 임실군 운암면 임운로 1902 (쌍암리),"공사,공공",전북지사,2023-05-11,1588-1519
797,2023-05-04,2023-05-04~2023-06-09,(주)기픈샘,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,2010580 ,무관,무관,무관,,    ,전라북도 순창군 팔덕면 태촌길 1-64 (덕천리),중소,전북지사,2023-05-04,1588-1519
798,2023-05-04,2023-05-04~2023-05-07,인제대학교,사무 보조원(일반사업체),계약직,시급,9620 ,무관,무관,무관,,    ,경상남도 김해시 인제로 197 (어방동),중소,경남지사,2023-05-08,1588-1519
799,2023-05-04,2023-05-04~2023-05-12,인제대학교 산학협력단,사무 보조원(일반사업체),계약직,시급,9620 ,무관,0년개월,무관,,    ,경상남도 김해시 인제로 197 인제대학교 산학협력단 (어방동),개인,경남지사,2023-05-08,1588-1519
800,2023-05-04,2023-05-04~2023-05-26,토요코인 창원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,10000 ,무관,0년개월,무관,,    ,경상남도 창원시 성산구 중앙대로 93 (중앙동),대기업,경남지사,2023-05-04,1588-1519
801,2023-05-04,2023-05-04~2023-05-31,용현농협콩행복나눔,기타 식품가공 종사원,시간제,시급,9620 ,무관,0년개월,무관,,    ,경상남도 사천시 용현면 구월길 481 (송지리) ,중소,경남지사,2023-05-04,1588-1519
802,2023-05-04,2023-05-04~2023-08-01,클린하나로(주),세탁원(다림질원),상용직,시급,9620 ,무관,무관,무관,,    ,제주특별자치도 제주시 조천읍 조천10길 6 -,중소,제주지사,2023-05-04,1588-1519
803,2023-05-04,2023-05-04~2023-05-31,한화투자증권주식회사,사무 보조원(일반사업체),계약직,월급,2337660 ,무관,무관,무관,,    ,"서울특별시 영등포구 여의대로 56 (여의도동,한화증권빌딩) (여의도동)",중소,서울남부지사,2023-05-04,1588-1519
804,2023-05-04,2023-05-04~2023-05-19,LG전자(주),기타 전자 부품·제품 조립·검사원,상용직,연봉,38200000 ,신입,무관,초대졸,,    ,서울특별시 영등포구 여의대로 128 (여의도동),대기업,서울남부지사,2023-05-08,1588-1519
805,2023-05-04,2023-05-04~2023-05-12,의)성삼의료재단미즈메디병원,사무 보조원(일반사업체),시간제,시급,9620 ,무관,무관,무관,,    ,"서울특별시 강서구 강서로 295 (내발산동,미즈메디병원)",중소,서울남부지사,2023-05-04,1588-1519
806,2023-05-04,2023-05-04~2023-06-23,(주)제니엘플러스,음료 조리사(바리스타 포함),계약직,월급,759980 ,무관,무관,무관,,    ,서울특별시 영등포구 당산로41길 11 W동 1403호 (당산동4가. SK V1센터),개인,서울남부지사,2023-05-04,1588-1519
807,2023-05-04,2023-05-04~2023-05-31,장애청년교육문화 휠 사회적 협동조합,사무 보조원(일반사업체),시간제,시급,9620 ,무관,0년개월,무관,,    ,서울특별시 구로구 공원로 47 (구로동) 206호,"협회,단체",서울남부지사,2023-05-04,1588-1519
808,2023-05-04,2023-05-04~2023-05-31,효드림데이케어센터,시설 요양보호사(노인요양사),상용직,월급,2010580 ,무관,0년개월,무관,,자동차운전면허  요양보호사  ,"서울특별시 관악구 관악로 111 2층(봉천동, 송호빌딩)",개인,서울남부지사,2023-05-04,1588-1519
809,2023-05-04,2023-05-04~2023-05-19,한국해양수산연수원,사무 보조원(공공기관),계약직,월급,2011000 ,무관,무관,무관,,    ,부산광역시 영도구 해양로 367 (동삼동),"공사,공공",부산지역본부,2023-05-04,1588-1519
810,2023-05-04,2023-05-04~2023-06-30,편한방문요양센터,총무 및 일반 사무원,상용직,월급,2100000 ,무관,0년개월,무관,,    ,부산광역시 영도구 영도새싹길 20 (신선동1가),중소,부산지역본부,2023-05-04,1588-1519
811,2023-05-04,2023-05-04~2023-08-03,매스커피 칠곡3지구점,매장 정리원(매장 보조원),상용직,시급,9620 ,무관,0년개월,무관,,    ,대구광역시 북구 학정로 415 110호(동천동),개인,대구지역본부,2023-05-04,1588-1519
812,2023-05-04,2023-05-04~2023-08-03,신용보증기금 ,사무 보조원(공공기관),계약직,시급,9620 ,무관,0년개월,무관,,    ,인천광역시 남동구 구월동 1456 신용보증기금 4층,"공사,공공",인천지사,2023-05-04,1588-1519
813,2023-05-04,2023-05-04~2023-05-31,더블유여성병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620 ,무관,0년개월,무관,,    ,광주광역시 광산구 임방울대로 331 9층  총무부,중소,광주지역본부,2023-05-04,1588-1519
814,2023-05-04,2023-05-04~2023-08-03,(주)예당티앤피,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,무관,무관,무관,,    ,전라남도 담양군 금성면 금성공단길 43 주식회사 예당 T&P,중소,광주지역본부,2023-05-08,1588-1519
815,2023-05-04,2023-05-04~2023-05-10,동아베스텍주식회사,기타 전자 부품·제품 조립·검사원,상용직,시급,9620 ,무관,무관,무관,,    ,경기도 부천시 오정구 송내대로518번길 54 (삼정동),중소,경기서부지사,2023-05-04,1588-1519
816,2023-05-04,2023-05-04~2023-06-30,주식회사 그린산업,세탁원(다림질원),상용직,시급,9620 ,무관,무관,무관,,    ,"충청남도 예산군 덕산면 온천단지3로 45-7 (사동리), 스파캐슬 내",중소,충남지사,2023-05-04,1588-1519
817,2023-05-04,2023-05-04~2023-06-30,주식회사 원익큐엔씨,세차원 및 운송장비 청소원,상용직,시급,9620 ,무관,무관,무관,,    ,경상북도 구미시 옥계2공단로 117 (구포동),중소,경북지사,2023-05-11,1588-1519
818,2023-05-04,2023-05-04~2023-05-31,에스포항병원,사무 보조원(일반사업체),상용직,시급,9620 ,무관,0년개월,무관,,    ,경상북도 포항시 남구 희망대로 352 에스포항병원 (이동),대기업,경북지사,2023-05-04,1588-1519
819,2023-05-04,2023-05-04~2023-05-30,(주)지앤비시스템,주차 관리·안내원,계약직,월급,2282500 ,무관,무관,무관,,    ,서울특별시 영등포구 국제금융로8길 27-8 3층,중소,경북지사,2023-05-04,1588-1519
820,2023-05-04,2023-05-04~2023-07-31,(사)에스디워크 동행,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620 ,무관,0년개월,무관,,    ,경기도 파주시 교하로 871 (문발동),"협회,단체",경기북부지사,2023-05-11,1588-1519
821,2023-05-04,2023-05-04~2023-05-08,한국은행 울산본부,사무 보조원(공공기관),계약직,일급,69400 ,무관,무관,무관,,    ,울산광역시 남구 돋질로 52 (신정동),"공사,공공",울산지사,2023-05-04,1588-1519
822,2023-05-04,2023-05-04~2023-05-08,주식회사 부일기획,모니터 요원,계약직,시급,9620 ,무관,0년개월,무관,,    ,"부산광역시 해운대구 센텀7로 6 201호, 202호, 203호(우동)",중소,부산직업능력개발원,2023-05-04,1588-1519
823,2023-05-04,2023-05-04~2023-05-17,보령제약(주),사무 보조원(일반사업체),계약직,월급,980000 ,무관,무관,무관,,    ,서울특별시 종로구 창경궁로 136 (원남동),중소,서울지역본부,2023-05-04,1588-1519
824,2023-05-04,2023-05-04~2023-05-10,주식회사현대백화점신촌점,네일 아티스트(손톱 관리사),상용직,월급,2000000 ,무관,0년개월,무관,,    ,서울특별시 서대문구 신촌로 83 (창천동) 현대백화점신촌점,대기업,서울지역본부,2023-05-04,1588-1519
825,2023-05-04,2023-05-04~2023-05-21,주식회사현대백화점신촌점,주방 보조원(일반 음식점),계약직,시급,9700 ,무관,0년개월,무관,,    ,서울특별시 서대문구 신촌로 83 (창천동) 현대백화점신촌점,대기업,서울지역본부,2023-05-04,1588-1519
826,2023-05-04,2023-05-04~2023-06-30,은평늘봄장애인자립생활센터,환경 미화원,계약직,시급,9620 ,신입,무관,무관,,    ,"서울특별시 은평구 통일로 671 2층 201호 202호 (녹번동, 오피스텔수안)",중소,서울지역본부,2023-05-10,1588-1519
